,subcarrier 1,subcarrier 2,subcarrier 3,subcarrier 4,subcarrier 5,subcarrier 6,subcarrier 7,subcarrier 8,subcarrier 9,subcarrier 10,subcarrier 11,subcarrier 12,subcarrier 13,subcarrier 14,subcarrier 15,subcarrier 16,subcarrier 17,subcarrier 18,subcarrier 19,subcarrier 20,subcarrier 21,subcarrier 22,subcarrier 23,subcarrier 24,subcarrier 25,subcarrier 26,subcarrier 27,subcarrier 28,subcarrier 29,subcarrier 30,subcarrier 31,subcarrier 32,subcarrier 33,subcarrier 34,subcarrier 35,subcarrier 36,subcarrier 37,subcarrier 38,subcarrier 39,subcarrier 40,subcarrier 41,subcarrier 42,subcarrier 43,subcarrier 44,subcarrier 45,subcarrier 46,subcarrier 47,subcarrier 48,subcarrier 49,subcarrier 50,subcarrier 51,subcarrier 52,subcarrier 53,subcarrier 54,subcarrier 55,subcarrier 56,subcarrier 57,subcarrier 58,subcarrier 59,subcarrier 60,subcarrier 61,subcarrier 62,subcarrier 63,subcarrier 64,subcarrier 65,subcarrier 66,subcarrier 67,subcarrier 68,subcarrier 69,subcarrier 70,subcarrier 71,subcarrier 72,subcarrier 73,subcarrier 74,subcarrier 75,subcarrier 76,subcarrier 77,subcarrier 78,subcarrier 79,subcarrier 80,subcarrier 81,subcarrier 82,subcarrier 83,subcarrier 84,subcarrier 85,subcarrier 86,subcarrier 87,subcarrier 88,subcarrier 89,subcarrier 90,subcarrier 91,subcarrier 92,subcarrier 93,subcarrier 94,subcarrier 95,subcarrier 96,subcarrier 97,subcarrier 98,subcarrier 99,subcarrier 100,key_antennas_7,key_user_position
15,[ 0.265625   -0.35546875],[ 0.2578125  -0.37109375],[ 0.23828125 -0.37109375],[ 0.21484375 -0.3828125 ],[ 0.2109375 -0.4296875],[ 0.1875     -0.41796875],[ 0.1875    -0.4296875],[ 0.16015625 -0.4375    ],[ 0.17578125 -0.46484375],[ 0.14453125 -0.46484375],[ 0.16015625 -0.46875   ],[ 0.109375  -0.4765625],[ 0.12109375 -0.49609375],[ 0.12890625 -0.46875   ],[ 0.109375 -0.484375],[ 0.10546875 -0.4921875 ],[ 0.078125   -0.49609375],[ 0.0546875  -0.51953125],[ 0.0703125  -0.50390625],[ 0.0703125  -0.50390625],[ 0.0546875 -0.5078125],[ 0.0625   -0.515625],[ 0.05078125 -0.50390625],[ 0.03125    -0.51953125],[ 0.0390625  -0.50390625],[ 0.05078125 -0.4921875 ],[ 0.04296875 -0.5078125 ],[ 0.0390625  -0.50390625],[ 0.0234375  -0.51953125],[ 0.02734375 -0.4921875 ],[ 0.0234375 -0.5078125],[ 0.02734375 -0.50390625],[ 0.015625   -0.50390625],[ 0.03125 -0.53125],[ 0.02734375 -0.515625  ],[ 0.015625  -0.5234375],[ 0.0234375 -0.5078125],[ 0.0546875 -0.53125  ],[ 0.04296875 -0.5078125 ],[ 0.0546875 -0.5078125],[ 0.05078125 -0.515625  ],[ 0.04296875 -0.51953125],[ 0.06640625 -0.53125   ],[ 0.0546875  -0.51953125],[ 0.08203125 -0.515625  ],[ 0.078125 -0.53125 ],[ 0.09765625 -0.54296875],[ 0.0703125 -0.546875 ],[ 0.078125 -0.5625  ],[ 0.08984375 -0.55078125],[ 0.12109375 -0.54296875],[ 0.12109375 -0.53125   ],[ 0.10546875 -0.55859375],[ 0.1328125 -0.5625   ],[ 0.12109375 -0.5625    ],[ 0.14453125 -0.5859375 ],[ 0.12890625 -0.578125  ],[ 0.13671875 -0.58984375],[ 0.1640625  -0.59765625],[ 0.1640625 -0.609375 ],[ 0.16015625 -0.61328125],[ 0.16015625 -0.64453125],[ 0.19140625 -0.65625   ],[ 0.17578125 -0.640625  ],[ 0.203125   -0.64453125],[ 0.1640625 -0.6640625],[ 0.1640625  -0.68359375],[ 0.21484375 -0.703125  ],[ 0.19921875 -0.6953125 ],[ 0.22265625 -0.6953125 ],[ 0.2109375  -0.73046875],[ 0.23046875 -0.7421875 ],[ 0.203125   -0.74609375],[ 0.21484375 -0.7578125 ],[ 0.22265625 -0.7734375 ],[ 0.2265625  -0.77734375],[ 0.2265625  -0.77734375],[ 0.203125   -0.80078125],[ 0.22265625 -0.8046875 ],[ 0.2109375 -0.828125 ],[ 0.2109375  -0.81640625],[ 0.2109375 -0.828125 ],[ 0.1875     -0.86328125],[ 0.21484375 -0.84375   ],[ 0.19140625 -0.890625  ],[ 0.1875     -0.87109375],[ 0.19140625 -0.890625  ],[ 0.19921875 -0.90625   ],[ 0.1875     -0.89453125],[ 0.18359375 -0.90234375],[ 0.16015625 -0.921875  ],[ 0.13671875 -0.93359375],[ 0.15625    -0.94921875],[ 0.15625   -0.9296875],[ 0.12890625 -0.921875  ],[ 0.09375    -0.96484375],[ 0.08203125 -0.96484375],[ 0.06640625 -0.94921875],[ 0.05078125 -0.98828125],[ 0.0234375  -0.94921875],15,[ 732 3404  400]
16,[ 0.19140625 -0.42578125],[ 0.18359375 -0.45703125],[ 0.1484375  -0.45703125],[ 0.1328125 -0.4765625],[ 0.09765625 -0.49609375],[ 0.09765625 -0.49609375],[ 0.0625     -0.50390625],[ 0.04296875 -0.5078125 ],[ 0.03125    -0.54296875],[ 0.01171875 -0.5078125 ],[-0.00390625 -0.53515625],[-0.02734375 -0.53515625],[-0.05078125 -0.53515625],[-0.05078125 -0.515625  ],[-0.08203125 -0.53515625],[-0.078125   -0.51953125],[-0.08984375 -0.51953125],[-0.10546875 -0.53515625],[-0.109375  -0.5078125],[-0.10546875 -0.5234375 ],[-0.12109375 -0.5078125 ],[-0.12890625 -0.50390625],[-0.13671875 -0.4921875 ],[-0.14453125 -0.484375  ],[-0.16015625 -0.4921875 ],[-0.1484375 -0.46875  ],[-0.16015625 -0.48046875],[-0.13671875 -0.46875   ],[-0.1640625  -0.46484375],[-0.17578125 -0.453125  ],[-0.1484375  -0.48046875],[-0.15625  -0.453125],[-0.1640625 -0.4765625],[-0.15625   -0.4765625],[-0.17578125 -0.453125  ],[-0.16015625 -0.45703125],[-0.16015625 -0.45703125],[-0.15625    -0.46484375],[-0.1640625 -0.453125 ],[-0.1484375  -0.45703125],[-0.16015625 -0.45703125],[-0.16015625 -0.45703125],[-0.1484375  -0.45703125],[-0.13671875 -0.46875   ],[-0.13671875 -0.45703125],[-0.13671875 -0.46875   ],[-0.12890625 -0.46875   ],[-0.13671875 -0.45703125],[-0.14453125 -0.4765625 ],[-0.12890625 -0.48046875],[-0.1171875 -0.46875  ],[-0.10546875 -0.46875   ],[-0.10546875 -0.46875   ],[-0.09765625 -0.4765625 ],[-0.10546875 -0.45703125],[-0.10546875 -0.48046875],[-0.08984375 -0.49609375],[-0.10546875 -0.515625  ],[-0.08203125 -0.50390625],[-0.08203125 -0.50390625],[-0.0703125 -0.515625 ],[-0.0703125 -0.5234375],[-0.0546875  -0.51953125],[-0.0703125 -0.5234375],[-0.0546875  -0.54296875],[-0.06640625 -0.54296875],[-0.0546875  -0.55078125],[-0.0390625  -0.55859375],[-0.0546875 -0.5625   ],[-0.0546875 -0.5625   ],[-0.0390625 -0.578125 ],[-0.04296875 -0.5625    ],[-0.0390625 -0.578125 ],[-0.0546875  -0.59765625],[-0.0390625 -0.6015625],[-0.06640625 -0.5859375 ],[-0.0625     -0.58984375],[-0.0703125 -0.6015625],[-0.0625    -0.6015625],[-0.078125 -0.609375],[-0.0625     -0.63671875],[-0.0703125  -0.61328125],[-0.078125  -0.6171875],[-0.04296875 -0.609375  ],[-0.078125  -0.6171875],[-0.078125 -0.609375],[-0.08203125 -0.64453125],[-0.08984375 -0.6171875 ],[-0.10546875 -0.625     ],[-0.06640625 -0.6171875 ],[-0.09765625 -0.609375  ],[-0.10546875 -0.625     ],[-0.09375 -0.625  ],[-0.08984375 -0.59765625],[-0.09765625 -0.5859375 ],[-0.10546875 -0.58984375],[-0.09765625 -0.5625    ],[-0.10546875 -0.578125  ],[-0.1171875 -0.578125 ],[-0.12109375 -0.5625    ],16,[ 732 3404  400]
17,[ 0.38671875 -0.27734375],[ 0.390625  -0.3046875],[ 0.36328125 -0.35546875],[ 0.359375 -0.390625],[ 0.36328125 -0.38671875],[ 0.34375    -0.38671875],[ 0.32421875 -0.42578125],[ 0.32421875 -0.4375    ],[ 0.3203125 -0.4296875],[ 0.29296875 -0.4375    ],[ 0.296875 -0.453125],[ 0.28125    -0.48046875],[ 0.2890625 -0.4765625],[ 0.2421875 -0.484375 ],[ 0.23828125 -0.48046875],[ 0.2265625  -0.50390625],[ 0.23046875 -0.49609375],[ 0.21484375 -0.50390625],[ 0.2109375 -0.484375 ],[ 0.2109375  -0.51953125],[ 0.2109375 -0.5078125],[ 0.21484375 -0.50390625],[ 0.1640625  -0.51953125],[ 0.19140625 -0.53515625],[ 0.171875   -0.53515625],[ 0.171875  -0.5234375],[ 0.1640625 -0.5078125],[ 0.15625 -0.53125],[ 0.17578125 -0.54296875],[ 0.16015625 -0.5234375 ],[ 0.15625    -0.54296875],[ 0.14453125 -0.54296875],[ 0.1484375  -0.55859375],[ 0.16015625 -0.5234375 ],[ 0.15625 -0.5625 ],[ 0.14453125 -0.54296875],[ 0.14453125 -0.55078125],[ 0.1640625 -0.53125  ],[ 0.13671875 -0.5703125 ],[ 0.1328125  -0.55078125],[ 0.1328125  -0.57421875],[ 0.12890625 -0.55859375],[ 0.12890625 -0.546875  ],[ 0.1328125  -0.55078125],[ 0.109375   -0.55078125],[ 0.12109375 -0.5625    ],[ 0.14453125 -0.54296875],[ 0.10546875 -0.5703125 ],[ 0.12109375 -0.55078125],[ 0.1171875 -0.5703125],[ 0.10546875 -0.55859375],[ 0.10546875 -0.53515625],[ 0.09765625 -0.54296875],[ 0.1328125  -0.54296875],[ 0.10546875 -0.546875  ],[ 0.12109375 -0.55078125],[ 0.09765625 -0.54296875],[ 0.12890625 -0.5234375 ],[ 0.12109375 -0.5078125 ],[ 0.1171875 -0.546875 ],[ 0.1171875 -0.5234375],[ 0.12890625 -0.5234375 ],[ 0.12890625 -0.50390625],[ 0.1171875  -0.53515625],[ 0.14453125 -0.51953125],[ 0.12109375 -0.53125   ],[ 0.1484375 -0.5234375],[ 0.1640625 -0.484375 ],[ 0.13671875 -0.515625  ],[ 0.12109375 -0.51953125],[ 0.14453125 -0.5078125 ],[ 0.14453125 -0.484375  ],[ 0.1328125 -0.5078125],[ 0.171875   -0.48046875],[ 0.171875  -0.4921875],[ 0.15625    -0.49609375],[ 0.15625  -0.484375],[ 0.171875   -0.50390625],[ 0.1484375  -0.50390625],[ 0.1640625 -0.5078125],[ 0.171875  -0.4921875],[ 0.1484375  -0.48046875],[ 0.171875   -0.48046875],[ 0.14453125 -0.453125  ],[ 0.171875   -0.48046875],[ 0.171875 -0.46875 ],[ 0.203125   -0.45703125],[ 0.16015625 -0.44921875],[ 0.18359375 -0.48046875],[ 0.17578125 -0.41796875],[ 0.19140625 -0.44921875],[ 0.19921875 -0.453125  ],[ 0.19921875 -0.41015625],[ 0.18359375 -0.42578125],[ 0.171875 -0.4375  ],[ 0.1875     -0.41796875],[ 0.1875     -0.41015625],[ 0.171875  -0.4140625],[ 0.1875    -0.3984375],[ 0.19921875 -0.41796875],17,[ 732 3404  400]
18,[-0.26953125  0.515625  ],[-0.25        0.53515625],[-0.203125    0.55859375],[-0.21484375  0.5703125 ],[-0.18359375  0.58984375],[-0.14453125  0.59765625],[-0.12109375  0.6171875 ],[-0.1171875   0.61328125],[-0.09765625  0.609375  ],[-0.06640625  0.62890625],[-0.04296875  0.6171875 ],[-0.015625  0.625   ],[-0.03125     0.62890625],[0.015625 0.625   ],[0.         0.62890625],[0.04296875 0.62890625],[0.0625     0.61328125],[0.06640625 0.65234375],[0.08984375 0.6171875 ],[0.0703125 0.6015625],[0.09375    0.61328125],[0.09765625 0.59765625],[0.1328125 0.609375 ],[0.13671875 0.6015625 ],[0.1328125 0.5859375],[0.1484375  0.58984375],[0.15625    0.57421875],[0.1640625  0.59765625],[0.1640625 0.5859375],[0.1875 0.5625],[0.19140625 0.578125  ],[0.19921875 0.5625    ],[0.2109375  0.55078125],[0.203125   0.53515625],[0.21484375 0.55859375],[0.23828125 0.53515625],[0.21484375 0.546875  ],[0.23046875 0.51953125],[0.23046875 0.49609375],[0.23046875 0.49609375],[0.23046875 0.49609375],[0.2421875 0.484375 ],[0.2421875 0.484375 ],[0.2421875 0.4765625],[0.2421875 0.453125 ],[0.25390625 0.453125  ],[0.25       0.44921875],[0.265625   0.44140625],[0.25390625 0.4296875 ],[0.2265625  0.42578125],[0.22265625 0.41796875],[0.23046875 0.3984375 ],[0.23828125 0.390625  ],[0.22265625 0.38671875],[0.25      0.3828125],[0.21484375 0.3828125 ],[0.23046875 0.36328125],[0.2109375  0.36328125],[0.19140625 0.32421875],[0.19140625 0.359375  ],[0.203125   0.32421875],[0.17578125 0.33203125],[0.171875   0.32421875],[0.16015625 0.3046875 ],[0.16015625 0.29296875],[0.15625    0.30859375],[0.1328125 0.296875 ],[0.13671875 0.28125   ],[0.1328125 0.265625 ],[0.12109375 0.27734375],[0.10546875 0.25      ],[0.12109375 0.265625  ],[0.08203125 0.2578125 ],[0.08203125 0.26953125],[0.0703125 0.25     ],[0.05078125 0.2578125 ],[0.0546875 0.2421875],[0.0390625 0.25     ],[0.02734375 0.23828125],[0.0234375  0.25390625],[0.0234375 0.2421875],[0.0234375  0.23046875],[0.00390625 0.23828125],[0.         0.19921875],[-0.015625   0.2265625],[-0.01171875  0.22265625],[-0.04296875  0.23046875],[-0.03125     0.23046875],[-0.05078125  0.2265625 ],[-0.04296875  0.19921875],[-0.0703125  0.203125 ],[-0.078125   0.2421875],[-0.09765625  0.2109375 ],[-0.09375    0.2265625],[-0.0703125   0.21484375],[-0.10546875  0.203125  ],[-0.09375     0.21484375],[-0.1171875   0.21484375],[-0.109375    0.19921875],[-0.1171875  0.203125 ],18,[ 732 3404  400]
19,[-0.171875    0.50390625],[-0.1484375  0.515625 ],[-0.12109375  0.51953125],[-0.10546875  0.53515625],[-0.09375     0.53515625],[-0.04296875  0.57421875],[-0.0625     0.5703125],[-0.01171875  0.57421875],[-0.03125     0.59765625],[0.01171875 0.5859375 ],[0.01171875 0.57421875],[0.04296875 0.59765625],[0.04296875 0.59765625],[0.0625     0.58984375],[0.078125   0.57421875],[0.09375   0.6015625],[0.10546875 0.58984375],[0.10546875 0.61328125],[0.109375  0.5859375],[0.10546875 0.58984375],[0.13671875 0.58984375],[0.1328125  0.59765625],[0.1484375 0.6015625],[0.15625   0.6171875],[0.15625    0.59765625],[0.18359375 0.61328125],[0.171875   0.58984375],[0.18359375 0.6015625 ],[0.17578125 0.5859375 ],[0.22265625 0.5859375 ],[0.2265625 0.6015625],[0.203125  0.6015625],[0.23046875 0.5859375 ],[0.2265625  0.58984375],[0.23828125 0.578125  ],[0.23828125 0.578125  ],[0.23828125 0.58984375],[0.2265625 0.578125 ],[0.23828125 0.5703125 ],[0.2421875 0.5625   ],[0.23046875 0.57421875],[0.25390625 0.57421875],[0.23828125 0.5703125 ],[0.23828125 0.578125  ],[0.23828125 0.546875  ],[0.2421875 0.5859375],[0.23046875 0.57421875],[0.2421875 0.5625   ],[0.2421875  0.57421875],[0.22265625 0.5625    ],[0.23046875 0.5625    ],[0.23046875 0.57421875],[0.23046875 0.57421875],[0.2265625 0.546875 ],[0.23828125 0.55859375],[0.21484375 0.5703125 ],[0.22265625 0.5625    ],[0.23828125 0.55859375],[0.21484375 0.55859375],[0.22265625 0.55078125],[0.23046875 0.57421875],[0.23046875 0.5625    ],[0.2109375 0.5625   ],[0.203125  0.5703125],[0.2109375  0.55078125],[0.1875     0.57421875],[0.2109375 0.5625   ],[0.171875   0.55859375],[0.1875     0.57421875],[0.171875 0.546875],[0.171875   0.55859375],[0.17578125 0.5625    ],[0.1640625  0.57421875],[0.18359375 0.55859375],[0.1484375 0.546875 ],[0.14453125 0.5625    ],[0.1484375  0.55859375],[0.1484375 0.546875 ],[0.13671875 0.5234375 ],[0.13671875 0.546875  ],[0.12109375 0.54296875],[0.09375  0.546875],[0.10546875 0.53515625],[0.09765625 0.53125   ],[0.09765625 0.53125   ],[0.08984375 0.54296875],[0.08203125 0.53515625],[0.08984375 0.53125   ],[0.05078125 0.5234375 ],[0.0625    0.5234375],[0.04296875 0.51953125],[0.02734375 0.546875  ],[0.01171875 0.53125   ],[0.01171875 0.53125   ],[0.015625 0.515625],[-0.00390625  0.515625  ],[-0.00390625  0.546875  ],[-0.0234375  0.53125  ],[0.      0.53125],[-0.0234375   0.51953125],19,[ 732 3404  400]
20,[0.45703125 0.1171875 ],[0.49609375 0.12109375],[0.48046875 0.09375   ],[0.50390625 0.0703125 ],[0.51953125 0.06640625],[0.53515625 0.0390625 ],[0.51953125 0.04296875],[0.53515625 0.015625  ],[0.53515625 0.0390625 ],[0.53125    0.01171875],[0.54296875 0.0234375 ],[ 0.54296875 -0.01171875],[0.57421875 0.01171875],[ 0.5703125  -0.00390625],[0.5859375 0.       ],[ 0.5703125 -0.015625 ],[ 0.5859375 -0.0234375],[ 0.6015625  -0.02734375],[ 0.6171875 -0.0234375],[ 0.61328125 -0.02734375],[ 0.625     -0.0390625],[ 0.65234375 -0.03125   ],[ 0.62890625 -0.03125   ],[ 0.65234375 -0.0546875 ],[ 0.65234375 -0.0546875 ],[ 0.69140625 -0.0703125 ],[ 0.6953125  -0.06640625],[ 0.68359375 -0.078125  ],[ 0.69140625 -0.08203125],[ 0.7109375 -0.09375  ],[ 0.72265625 -0.1171875 ],[ 0.73046875 -0.08984375],[ 0.71875   -0.1328125],[ 0.7578125  -0.10546875],[ 0.74609375 -0.13671875],[ 0.7578125  -0.12890625],[ 0.7578125 -0.1484375],[ 0.77734375 -0.13671875],[ 0.76953125 -0.16015625],[ 0.8046875 -0.15625  ],[ 0.77734375 -0.16015625],[ 0.76953125 -0.18359375],[ 0.8125     -0.18359375],[ 0.81640625 -0.17578125],[ 0.7890625 -0.171875 ],[ 0.8125   -0.203125],[ 0.81640625 -0.1875    ],[ 0.81640625 -0.2109375 ],[ 0.8359375  -0.19140625],[ 0.81640625 -0.19921875],[ 0.8359375  -0.19140625],[ 0.84375    -0.18359375],[ 0.81640625 -0.1875    ],[ 0.828125  -0.2109375],[ 0.84375    -0.21484375],[ 0.8515625  -0.19921875],[ 0.85546875 -0.19140625],[ 0.8671875  -0.21484375],[ 0.87890625 -0.18359375],[ 0.87109375 -0.22265625],[ 0.87109375 -0.22265625],[ 0.87109375 -0.22265625],[ 0.90234375 -0.203125  ],[ 0.8828125 -0.2109375],[ 0.90234375 -0.19140625],[ 0.91796875 -0.2109375 ],[ 0.90625    -0.23046875],[ 0.9296875  -0.22265625],[ 0.91796875 -0.19921875],[ 0.91796875 -0.22265625],[ 0.9453125 -0.2265625],[ 0.95703125 -0.203125  ],[ 0.9453125 -0.2265625],[ 0.94921875 -0.22265625],[ 0.94921875 -0.22265625],[ 0.97265625 -0.22265625],[ 0.96484375 -0.21484375],[ 0.9609375  -0.23046875],[ 0.97265625 -0.2109375 ],[ 0.9765625  -0.21484375],[ 0.99609375 -0.2421875 ],[ 0.98828125 -0.2265625 ],[ 1.   -0.25],[ 1.       -0.203125],[ 1.00390625 -0.23046875],[ 0.99609375 -0.2421875 ],[ 1.00390625 -0.25390625],[ 1.01171875 -0.23828125],[ 1.         -0.23828125],[ 0.99609375 -0.2421875 ],[ 1.00390625 -0.2421875 ],[ 1.01171875 -0.26953125],[ 1.01171875 -0.2578125 ],[ 1.02734375 -0.25390625],[ 0.99609375 -0.27734375],[ 1.00390625 -0.296875  ],[ 1.         -0.29296875],[ 0.98828125 -0.31640625],[ 0.98828125 -0.31640625],[ 0.9765625  -0.32421875],20,[ 732 3404  400]
21,[0.25390625 0.27734375],[0.265625   0.27734375],[0.27734375 0.25390625],[0.30859375 0.265625  ],[0.31640625 0.26953125],[0.32421875 0.26953125],[0.33203125 0.25390625],[0.34765625 0.26953125],[0.35546875 0.27734375],[0.37109375 0.2578125 ],[0.375      0.27734375],[0.390625 0.25    ],[0.38671875 0.265625  ],[0.4140625 0.2265625],[0.42578125 0.2578125 ],[0.44140625 0.23046875],[0.44921875 0.25      ],[0.45703125 0.2578125 ],[0.45703125 0.25      ],[0.4765625 0.2421875],[0.48046875 0.25      ],[0.4765625  0.25390625],[0.4921875  0.23828125],[0.53515625 0.23828125],[0.53125    0.22265625],[0.53125   0.2421875],[0.53125    0.25390625],[0.5625     0.23046875],[0.5703125 0.2265625],[0.5859375 0.2421875],[0.59765625 0.2421875 ],[0.58984375 0.2265625 ],[0.63671875 0.23828125],[0.6171875 0.2421875],[0.65625   0.2265625],[0.64453125 0.23828125],[0.67578125 0.2421875 ],[0.6640625  0.22265625],[0.6796875  0.19140625],[0.68359375 0.23046875],[0.703125   0.21484375],[0.70703125 0.2109375 ],[0.71875    0.22265625],[0.71875   0.2109375],[0.734375 0.203125],[0.75       0.22265625],[0.7578125 0.203125 ],[0.75       0.17578125],[0.7734375  0.19921875],[0.7734375 0.1875   ],[0.76953125 0.18359375],[0.76953125 0.171875  ],[0.7734375 0.1640625],[0.80078125 0.171875  ],[0.7890625  0.16015625],[0.7890625  0.18359375],[0.7890625  0.16015625],[0.828125   0.17578125],[0.78515625 0.17578125],[0.81640625 0.15625   ],[0.8125   0.171875],[0.8125     0.16015625],[0.796875 0.1875  ],[0.81640625 0.1640625 ],[0.82421875 0.18359375],[0.828125 0.1875  ],[0.82421875 0.18359375],[0.828125   0.22265625],[0.8359375 0.203125 ],[0.8359375 0.203125 ],[0.828125   0.22265625],[0.8359375 0.203125 ],[0.87109375 0.22265625],[0.8671875 0.2265625],[0.86328125 0.23046875],[0.8828125  0.22265625],[0.8828125  0.23046875],[0.890625  0.2265625],[0.89453125 0.23046875],[0.90234375 0.2265625 ],[0.91796875 0.2421875 ],[0.93359375 0.2265625 ],[0.93359375 0.23828125],[0.921875 0.25    ],[0.9375    0.2421875],[0.9453125  0.23828125],[0.96484375 0.25      ],[0.9609375  0.23046875],[0.9765625 0.2265625],[0.96484375 0.2265625 ],[0.9765625  0.23828125],[1.00390625 0.2109375 ],[0.9765625 0.2265625],[0.98828125 0.19140625],[1.         0.18359375],[1.       0.203125],[1.         0.18359375],[0.99609375 0.1640625 ],[1.01171875 0.16015625],[1.         0.12890625],21,[ 732 3404  400]
22,[ 0.53515625 -0.0625    ],[ 0.546875  -0.0703125],[ 0.5625     -0.12109375],[ 0.578125  -0.1484375],[ 0.5625     -0.17578125],[ 0.5703125 -0.203125 ],[ 0.5625    -0.2421875],[ 0.5625     -0.25390625],[ 0.55078125 -0.27734375],[ 0.53125    -0.30859375],[ 0.5234375  -0.31640625],[ 0.5078125 -0.34375  ],[ 0.51953125 -0.33203125],[ 0.5078125 -0.375    ],[ 0.484375   -0.38671875],[ 0.46484375 -0.41015625],[ 0.44140625 -0.3984375 ],[ 0.42578125 -0.4140625 ],[ 0.4140625  -0.42578125],[ 0.41796875 -0.41796875],[ 0.4140625  -0.42578125],[ 0.38671875 -0.44140625],[ 0.38671875 -0.46484375],[ 0.36328125 -0.453125  ],[ 0.3828125  -0.44921875],[ 0.34375  -0.453125],[ 0.3203125  -0.46484375],[ 0.32421875 -0.45703125],[ 0.359375   -0.44921875],[ 0.31640625 -0.46875   ],[ 0.3046875  -0.45703125],[ 0.296875   -0.46484375],[ 0.2890625  -0.44140625],[ 0.27734375 -0.4296875 ],[ 0.28125    -0.42578125],[ 0.265625  -0.4296875],[ 0.27734375 -0.41796875],[ 0.265625   -0.41796875],[ 0.26953125 -0.4140625 ],[ 0.2421875 -0.3984375],[ 0.265625  -0.3984375],[ 0.23828125 -0.3828125 ],[ 0.25390625 -0.375     ],[ 0.25      -0.3828125],[ 0.2421875 -0.375    ],[ 0.27734375 -0.35546875],[ 0.2421875  -0.35546875],[ 0.265625   -0.35546875],[ 0.25390625 -0.34375   ],[ 0.2578125  -0.32421875],[ 0.265625   -0.33203125],[ 0.25390625 -0.34375   ],[ 0.265625   -0.30859375],[ 0.26953125 -0.3046875 ],[ 0.25      -0.3046875],[ 0.28125    -0.29296875],[ 0.29296875 -0.3046875 ],[ 0.2890625 -0.296875 ],[ 0.30859375 -0.2890625 ],[ 0.3046875  -0.26953125],[ 0.30859375 -0.296875  ],[ 0.3203125 -0.265625 ],[ 0.296875   -0.25390625],[ 0.32421875 -0.2578125 ],[ 0.3203125 -0.265625 ],[ 0.34375    -0.25390625],[ 0.32421875 -0.2578125 ],[ 0.34765625 -0.23828125],[ 0.35546875 -0.25390625],[ 0.34765625 -0.23828125],[ 0.35546875 -0.23046875],[ 0.34765625 -0.23828125],[ 0.390625 -0.25    ],[ 0.359375   -0.23828125],[ 0.375      -0.23046875],[ 0.375      -0.23046875],[ 0.390625 -0.25    ],[ 0.3984375  -0.23046875],[ 0.3828125  -0.23828125],[ 0.390625   -0.23828125],[ 0.40234375 -0.25      ],[ 0.38671875 -0.2421875 ],[ 0.3984375  -0.23046875],[ 0.375      -0.25390625],[ 0.41015625 -0.23046875],[ 0.40234375 -0.25      ],[ 0.38671875 -0.22265625],[ 0.37109375 -0.23828125],[ 0.390625   -0.21484375],[ 0.37109375 -0.21484375],[ 0.38671875 -0.22265625],[ 0.3984375  -0.22265625],[ 0.3828125 -0.203125 ],[ 0.3828125  -0.21484375],[ 0.36328125 -0.2109375 ],[ 0.36328125 -0.1875    ],[ 0.34765625 -0.2265625 ],[ 0.38671875 -0.1875    ],[ 0.35546875 -0.17578125],[ 0.3359375  -0.19140625],22,[ 732 3404  400]
